class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	865	956	875	971	false	true	
5.19.2	670	964	694	988	false	false	
5.19.2	932	970	942	981	false	false	
5.19.1	1257	966	1269	978	false	false	
6.13	1341	963	1359	972	false	false	35 мосавтодор
5.16	1435	928	1451	953	false	true	
5.19.1	1222	772	1250	800	false	false	
4.2.1	1099	962	1110	972	false	false	
5.19.1	1429	965	1456	993	false	false	
8.22.1	1100	973	1110	1001	false	false	
5.19.1	1189	884	1200	894	false	false	
5.19.2	997	888	1008	898	false	false	
5.19.2	841	790	866	814	false	false	
