class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.4	1455	943	1465	956	false	true	
2.1	1451	925	1469	942	false	false	
6.10.1	1487	905	1551	917	false	true	Трубачеевка
6.10.1	1476	922	1561	942	false	true	ул. Северная А100 Москва
2.1	326	950	344	966	false	false	
2.4	1775	936	1785	948	false	false	
3.27	137	965	148	977	false	false	
4.1.4	328	967	340	979	false	false	
6.4	155	958	163	969	false	false	
6.10.1	215	960	270	981	false	true	NA
4.1.2	1503	944	1512	952	false	false	
8.23	1464	956	1477	962	false	true	
