class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.13	1909	870	1922	903	false	true	
2.1	1909	824	1923	867	false	false	
5.5	525	962	534	974	false	false	
8.23	1917	922	1965	945	false	true	
6.7	906	949	919	962	false	false	
4.1.4	1804	902	1841	940	false	false	
2.1	1794	841	1850	897	false	false	
6.10.1	2164	687	2436	744	false	false	Трубачеевка
6.10.1	2118	762	2447	851	false	true	ул. Северная А100 Москва
5.16	1034	942	1043	955	false	true	
2.2	1742	874	1759	906	false	false	
2.4	1743	906	1759	934	false	false	
4.1.2	1744	935	1759	959	false	false	
6.7	1564	939	1576	952	false	false	
5.19.1	240	899	248	920	false	false	
5.15.1	1167	939	1180	948	false	false	
5.15.1	1105	942	1130	952	false	true	NA
