class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	801	995	809	1003	false	false	
5.19.2	701	990	717	1006	false	false	
8.22.1	935	1003	943	1024	false	false	
5.19.1	1060	1003	1069	1012	false	false	
5.19.1	1010	936	1019	945	false	false	
5.19.1	1053	895	1070	912	false	false	
5.19.1	1169	1012	1185	1029	false	false	
5.16	1183	985	1196	1003	false	true	
6.13	1119	1005	1135	1013	false	false	35 мосавтодор
5.19.2	816	888	831	903	false	false	
5.19.2	856	932	864	939	false	false	
4.2.1	935	994	944	1002	false	false	
5.16	753	981	763	993	false	true	
