class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	842	960	851	973	false	true	
6.16	2129	873	2259	926	false	false	
5.19.2	582	716	614	746	false	false	
8.23	220	959	254	976	false	false	
5.19.2	364	833	395	864	false	false	
5.16	1609	907	1628	936	false	true	
5.19.2	1081	920	1089	928	false	false	
6.10.1	1354	917	1411	944	false	true	NA
5.15.1	1443	922	1475	938	false	false	
8.23	1688	916	1725	934	false	false	
3.24	1685	873	1726	914	false	false	60
5.19.1	1404	671	1438	705	false	false	
5.19.1	1655	787	1690	822	false	false	
5.19.1	1291	915	1299	923	false	false	
3.24	217	920	254	957	false	false	60
2.1	1355	961	1365	972	false	false	
5.19.2	1024	974	1032	981	false	false	
6.10.1	1365	961	1382	972	false	true	усадьба “Назарьево” “Nazarevo” estate
