class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1842	888	1852	955	false	false	
5.15.2	1645	790	1663	808	false	false	
5.15.2	1509	796	1529	816	false	false	
5.19.2	1818	934	1829	979	false	false	
6.9.1	2008	683	2405	883	false	false	Можайск Москва М1 “Беларусь” Платная дорога
5.15.2	1370	799	1389	818	false	false	
2.1	1729	807	1798	880	false	false	
5.15.3	1743	897	1794	949	false	false	
3.1	1680	980	1688	988	false	false	
4.2.1	1690	978	1699	987	false	false	
5.15.2	1691	925	1700	935	false	false	
3.1	1651	1004	1657	1012	false	false	
5.19.2	1321	976	1327	991	false	false	
