class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	685	987	696	1005	false	true	
5.16	1787	909	1813	950	false	false	
5.19.1	2315	513	2410	608	false	false	
5.19.1	1638	187	1732	281	false	false	
5.19.2	944	1008	952	1016	false	false	
5.19.2	1012	945	1021	954	false	false	
5.19.1	1260	942	1268	951	false	false	
5.19.1	1332	999	1340	1007	false	true	
6.10.1	1337	942	1407	975	false	true	NA
5.15.1	1493	937	1539	960	false	false	
2.1	1337	995	1352	1010	false	false	
6.10.1	1353	995	1380	1009	false	false	усадьба “Назарьево” “Nazarevo” estate
