class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.1	1145	992	1161	1009	false	false	
5.19.2	554	972	582	999	false	false	
6.16	1729	998	1777	1013	false	false	
2.1	1919	894	1993	970	false	false	
8.22.1	1146	1010	1159	1028	false	true	
5.19.2	745	799	770	824	false	false	
5.19.1	1452	773	1484	803	false	false	
5.19.1	1674	947	1703	977	false	false	
6.10.1	2174	872	2380	948	false	false	усадьба “Назарьево” “Nazarevo” estate
6.10.1	2100	523	2448	737	false	true	NA
3.27	1403	1001	1417	1017	false	false	
3.24	1436	1002	1448	1013	false	true	50
1.17	626	994	644	1013	false	false	
5.19.1	1584	974	1586	1002	false	false	
