class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1371	950	1389	966	false	false	
4.1.1	1372	968	1387	984	false	false	
3.13	1336	954	1346	960	false	false	29
5.15.5	1290	981	1295	986	false	false	
2.1	1019	900	1049	931	false	true	
3.10	492	966	505	979	false	false	
5.6	1421	956	1440	974	false	false	
2.2	1370	930	1389	949	false	false	
4.1.1	1025	935	1039	957	false	true	
5.19.1	439	979	445	996	false	false	
3.1	629	942	645	956	false	false	
5.15.2	1190	943	1194	948	false	false	
5.15.2	1154	945	1159	950	false	false	
5.15.2	1219	941	1224	946	false	false	
