class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.1	1225	927	1244	943	false	false	
5.6	1210	950	1222	961	false	false	
5.19.1	0	881	3	916	false	true	
8.2.1	730	953	774	973	false	false	20 м
3.24	730	906	774	950	false	false	20
5.19.2	832	911	862	943	false	false	
5.20	731	860	773	904	false	false	
5.32	1228	944	1240	963	false	false	40
5.16	1250	933	1266	956	false	true	
8.2.1	1401	926	1415	946	false	true	20 м
3.24	1401	880	1417	921	false	true	20
5.19.1	1333	892	1369	927	false	false	
5.20	1401	835	1417	876	false	true	
