class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.2	705	966	716	979	false	false	
2.4	703	949	718	965	false	false	
2.1	514	948	531	964	false	false	
4.1.4	779	949	797	972	false	false	
2.1	770	913	803	946	false	false	
8.2.2	1151	925	1171	967	false	false	150 м
3.27	1139	876	1183	920	false	false	
3.18.1	572	957	589	974	false	true	
6.10.1	556	960	572	972	false	true	Кунцево II-II
3.27	650	952	660	963	false	false	
8.2.4	653	964	658	974	false	false	
2.4	538	953	546	962	false	false	
4.1.4	516	967	528	979	false	false	
