class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	609	951	626	969	false	true	
5.19.1	1232	949	1241	965	false	true	
3.27	1290	901	1320	929	false	true	
1.17	1351	894	1398	936	false	true	
5.19.2	996	959	1007	974	false	true	
5.20	978	945	995	962	false	false	
8.2.1	979	983	997	990	false	false	20 м
3.24	979	964	997	982	false	false	20
3.27	884	939	912	966	false	false	
2.4	378	949	398	980	false	true	
5.7.2	378	935	399	945	false	true	
8.2.1	1240	967	1253	976	false	true	20 м
5.20	1241	932	1254	947	false	true	
3.24	1241	949	1256	965	false	true	20
