class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1360	976	1365	982	false	false	
4.4.1	1207	958	1212	963	false	false	
5.19.1	1220	976	1227	982	false	false	
3.1	1284	966	1289	972	false	false	
5.19.1	1525	950	1549	974	false	false	
4.4.1	1174	913	1198	937	false	false	
4.1.5	1036	902	1055	928	false	false	
6.4	1035	870	1058	898	false	false	
5.19.2	17	954	50	990	false	false	
5.19.1	818	912	843	937	false	false	
5.19.2	999	938	1031	971	false	false	
5.19.2	1326	976	1332	983	false	false	
5.19.2	1207	973	1212	979	false	false	
5.16	1433	972	1440	982	false	false	
