class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	2215	762	2265	841	false	false	
4.4.1	2220	664	2266	747	false	false	
5.19.2	1581	805	1593	844	false	false	
4.1.5	951	643	1022	714	false	false	
4.4.1	853	784	877	812	false	false	
5.19.1	657	814	684	842	false	false	
3.27	652	759	683	789	false	false	
4.1.1	608	821	635	848	false	false	
1.25	602	786	639	817	true	false	
5.19.2	96	810	124	838	false	true	
3.1	1249	784	1265	838	false	false	
5.19.2	1247	718	1267	773	false	false	
2.4	941	559	1027	635	false	false	
3.24	649	724	683	758	false	false	30
5.19.1	953	734	1023	804	false	false	
8.24	654	790	685	806	false	false	
