class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.3	1320	945	1335	998	false	false	
4.2.3	1318	922	1338	943	false	false	
6.4	1358	989	1364	993	false	true	
5.20	1231	999	1239	1007	false	false	
4.2.1	1232	991	1238	998	false	false	
8.22.1	145	874	249	1199	false	false	
4.2.1	120	731	259	864	false	false	
3.1	114	586	256	721	false	false	
8.24	1613	824	1718	876	false	false	
3.27	1617	708	1723	817	false	false	
5.5	1619	595	1723	705	false	false	
8.22.1	1135	946	1148	998	false	false	
4.2.1	1133	923	1152	942	false	false	
6.3.1	1546	929	1570	955	false	true	
3.4	1543	956	1567	983	false	true	
