class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	986	986	997	997	false	false	
5.16	960	972	971	988	false	false	
5.19.2	923	968	934	984	false	true	
8.13	1130	997	1138	1004	false	false	
1.34.3	1087	1009	1110	1016	false	false	
5.19.1	1156	959	1172	976	false	false	
5.19.1	1143	993	1154	1004	false	false	
2.1	1142	977	1156	990	false	false	
2.1	1130	986	1138	995	false	false	
2.1	1154	909	1190	945	false	false	
8.24	1310	861	1418	911	false	false	
3.27	1310	741	1422	856	false	false	
1.34.3	887	1008	892	1025	false	false	
