class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.4.1	766	890	783	910	false	false	
5.19.1	897	900	930	934	false	false	
4.1.5	897	857	931	890	false	false	
2.4	893	816	936	852	false	false	
2.4	1312	746	1382	809	false	false	
4.1.4	1315	815	1371	873	false	false	
5.19.1	1312	890	1371	949	false	false	
1.25	582	887	607	910	true	false	
8.24	629	894	649	904	false	false	
3.24	626	847	650	871	false	false	30
5.19.2	230	899	251	919	false	false	
5.19.2	259	873	294	906	false	false	
4.1.1	586	912	604	931	false	false	
5.19.1	631	910	649	930	false	false	
3.27	627	872	650	892	false	false	
5.19.1	1655	915	1683	962	false	false	
5.19.2	1490	926	1506	962	false	false	
4.4.1	1492	880	1505	918	false	false	
3.1	1042	916	1050	946	false	false	
5.19.2	1042	879	1052	908	false	false	
5.19.2	1256	921	1261	945	false	false	
