class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1265	958	1270	966	false	true	
4.1.6	1269	961	1283	974	false	false	
5.6	1270	944	1284	960	false	false	
3.27	1264	941	1276	957	false	true	
8.24	1517	849	1573	876	false	false	
3.27	1516	785	1576	844	false	false	
3.27	1099	960	1112	973	false	false	
6.4	950	961	961	972	false	false	
8.23	1287	988	1305	996	false	false	
5.31	1290	963	1305	986	false	false	40
5.15.1	1285	942	1310	961	false	false	
8.2.4	1530	885	1558	940	false	false	
5.20	758	983	769	995	false	false	
4.2.1	757	970	770	982	false	false	
8.8	949	973	962	979	false	false	
5.16	9	949	17	965	false	false	
5.19.1	424	960	430	972	false	true	
