class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1271	936	1282	946	false	true	
3.27	1272	915	1283	932	false	true	
4.1.6	1283	937	1304	959	false	false	
5.6	1284	914	1305	935	false	false	
8.23	1335	978	1365	994	false	false	
5.31	1337	933	1361	974	false	false	40
5.15.1	1328	895	1371	928	false	false	
3.27	1035	944	1051	961	false	false	
6.4	827	948	842	963	false	false	
5.20	562	980	577	997	false	false	
4.2.1	563	964	577	977	false	false	
3.1	290	984	305	1000	false	false	
8.2.3	1276	948	1282	968	false	true	
8.8	827	964	843	971	false	false	
5.19.1	30	952	40	970	false	false	
