class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1428	891	1435	919	false	false	
5.19.1	996	864	1038	905	false	false	
4.4.1	874	863	892	885	false	false	
4.1.5	996	809	1038	850	false	false	
2.4	992	759	1042	803	false	false	
2.4	1570	599	1678	696	false	false	
4.1.4	1577	706	1666	795	false	false	
5.19.1	1573	820	1665	910	false	false	
1.25	672	861	699	886	true	false	
8.24	719	867	742	878	false	false	
3.24	716	815	743	841	false	false	30
5.19.2	279	878	302	899	false	true	
5.19.2	237	840	276	879	false	false	
4.1.1	675	889	696	910	false	false	
5.19.1	721	885	741	907	false	false	
3.27	717	842	743	866	false	false	
4.4.1	1742	831	1760	879	false	false	
5.19.2	1739	888	1762	935	false	false	
5.19.1	2012	864	2058	932	false	false	
3.1	1179	883	1188	920	false	false	
5.19.2	1177	840	1191	877	false	false	
