class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.13	734	985	740	991	false	false	
2.1	734	977	740	984	false	false	
5.16	660	970	666	980	false	false	
5.19.1	772	982	779	990	false	false	
2.1	772	972	779	980	false	false	
3.27	1474	907	1478	925	false	true	
3.27	1425	701	1526	804	false	false	
8.24	1433	810	1530	856	false	false	
5.20	1049	915	1075	940	false	false	
3.24	1050	941	1076	967	false	false	20
2.1	830	944	845	960	false	false	
2.1	1073	891	1106	925	false	false	
8.24	1473	927	1479	938	false	true	
5.19.1	807	964	815	972	false	false	
8.24	932	963	950	970	false	false	
3.27	932	943	950	961	false	false	
5.19.1	1162	922	1166	942	false	false	
