class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1522	959	1550	972	false	true	
3.27	1526	925	1551	957	false	true	
6.4	1711	787	1807	879	false	true	
8.3.2	1714	884	1806	931	false	true	
3.27	1768	407	1952	583	false	false	
4.2.1	1202	917	1219	934	false	false	
8.24	1766	595	1950	683	false	false	
8.22.3	1392	950	1405	993	false	false	
4.2.3	1389	932	1407	949	false	false	
5.19.1	689	917	702	930	false	false	
8.8	1715	937	1808	982	false	true	
4.1.1	1769	211	1962	394	false	false	
3.1	1201	935	1220	952	false	false	
3.27	1657	926	1679	950	false	false	
8.24	1656	950	1680	962	false	false	
8.22.2	1667	987	1681	1020	false	true	
