class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.23	1256	960	1270	967	false	false	
5.31	1257	938	1271	959	false	false	40
5.15.1	1254	921	1274	936	false	false	
4.1.6	1241	936	1254	948	false	false	
5.6	1242	922	1253	934	false	true	
3.27	1391	822	1431	863	false	false	
6.4	952	938	961	948	false	false	
8.2.4	1400	888	1420	927	false	false	
8.24	1391	865	1430	883	false	false	
2.5	1794	764	1904	875	false	false	
5.20	1795	641	1904	749	false	false	
3.27	1089	936	1098	946	false	false	
8.22.3	608	727	685	970	false	false	
4.2.3	595	614	690	711	false	false	
8.8	951	949	962	954	false	false	
5.19.1	479	941	484	953	false	true	
