class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.3	1336	934	1350	962	false	false	
5.6	1358	873	1394	908	false	false	
8.23	1543	972	1611	1005	false	false	
5.31	1548	868	1606	965	false	false	40
5.15.1	1528	784	1625	861	false	false	
3.27	994	933	1018	957	false	false	
5.20	354	983	374	1005	false	false	
8.24	1326	917	1356	931	false	false	
4.2.1	354	960	374	981	false	false	
6.4	710	938	730	959	false	false	
3.27	1327	885	1356	913	false	false	
4.1.6	1357	911	1392	948	false	false	
8.8	709	961	732	971	false	false	
5.19.1	139	949	145	970	false	false	
