class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	1255	932	1263	949	false	true	
4.1.6	1263	952	1281	970	false	false	
5.6	1264	932	1281	950	false	false	
5.31	1297	950	1318	984	false	false	40
8.23	1296	986	1319	998	false	false	
5.15.1	1292	923	1324	948	false	false	
3.27	1052	958	1066	971	false	false	
6.4	871	960	884	972	false	false	
5.20	639	989	651	1003	false	false	
4.2.1	638	974	651	987	false	false	
8.24	1255	951	1262	959	false	true	
8.2.3	1260	960	1267	972	false	true	
8.8	870	973	884	980	false	false	
5.19.1	200	965	209	981	false	false	
