class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.4.1	1816	975	1827	985	false	false	
4.1.5	1743	970	1754	981	false	false	
6.4	1744	956	1753	968	false	false	
5.19.2	1716	988	1728	1000	false	false	
5.19.1	1650	975	1660	986	false	false	
5.19.1	1519	984	1531	998	false	true	
3.24	438	932	454	951	false	false	20
1.17	437	910	455	931	false	false	
5.19.2	26	852	52	883	false	false	
5.19.2	1363	992	1375	1003	false	false	
3.1	1025	952	1046	975	false	false	
5.19.1	1982	993	1994	1002	false	true	
8.2.1	439	954	453	963	false	false	NA
