class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.3	1204	961	1210	973	false	true	
8.22.1	1156	962	1161	972	false	true	
4.2.1	1155	953	1162	961	false	true	
3.1	1155	942	1161	951	false	true	
8.22.2	1260	961	1265	974	false	true	
4.2.3	1204	953	1210	959	false	false	
3.1	2101	949	2111	961	false	false	
4.2.2	1259	953	1265	959	false	false	
5.16	374	942	393	981	false	false	
5.16	2069	919	2096	958	false	false	
5.19.2	1673	925	1680	935	false	false	
3.24	1805	945	1812	953	false	true	20
1.17	1805	933	1814	944	false	false	
5.20	1203	941	1209	952	false	false	
5.20	1259	941	1265	952	false	false	
8.2.1	1808	955	1812	960	false	true	NA
