class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1689	967	1705	985	false	false	
4.4.1	1440	942	1457	959	false	false	
5.19.2	1320	963	1341	982	false	false	
5.19.1	1508	989	1512	993	false	true	
5.19.2	1497	984	1501	987	false	false	
4.4.1	1496	969	1502	974	false	false	
3.1	1567	976	1572	982	false	false	
5.19.2	1637	985	1643	991	false	false	
5.19.2	731	976	752	997	false	false	
5.19.1	999	960	1020	983	false	false	
6.4	1342	915	1359	934	false	false	
4.1.5	1343	936	1356	954	false	false	
5.19.2	1604	986	1611	992	false	false	
