class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1787	976	1801	992	false	false	
4.4.1	1569	954	1584	969	false	false	
5.19.2	1459	973	1477	989	false	false	
5.19.2	966	983	983	1000	false	false	
5.19.1	1189	970	1206	988	false	false	
3.1	171	901	220	954	false	false	
6.4	1481	931	1496	947	false	false	
4.1.5	1483	950	1494	965	false	false	
5.19.1	1661	992	1666	997	false	false	
4.4.1	1652	976	1658	981	false	false	
5.19.2	1653	992	1657	995	false	false	
3.1	1722	984	1725	989	false	false	
5.19.2	1755	993	1761	999	false	false	
