class	xtl	ytl	xbr	ybr	temporary	occluded	data
1.34.3	233	961	316	1012	false	false	
5.19.2	875	954	880	967	false	true	
5.19.1	1972	717	2000	811	false	false	
5.16	893	956	902	970	false	false	
5.19.2	912	969	921	978	false	false	
8.24	1154	923	1196	944	false	false	
3.27	1153	874	1200	920	false	false	
3.24	1617	627	1828	839	false	false	20
5.20	1607	400	1816	613	false	false	
2.1	1906	0	2267	383	false	false	
2.1	1035	970	1042	977	false	false	
5.19.1	1050	974	1059	983	false	false	
2.1	1049	961	1062	973	false	false	
5.19.1	1065	948	1078	962	false	false	
2.1	1067	912	1094	939	false	false	
8.13	1036	978	1042	985	false	false	
1.34.3	995	990	1015	995	false	false	
