class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.4	1423	936	1442	956	false	true	8 т
3.4	1372	958	1387	973	false	true	12 т
6.10.1	1405	797	1506	849	false	false	NA
1.34.3	1122	974	1164	984	false	false	
6.16	1421	944	1423	952	false	true	
8.4.1	1384	925	1419	942	false	false	12 т
8.5.4	1385	944	1420	960	false	false	6.00 - 22.00 без пропуска
6.10.1	1453	945	1535	969	false	true	Храм новомучеников и исповедников российских
2.1	1418	908	1446	934	false	true	
4.1.3	1384	889	1418	922	false	false	
5.15.7	1051	962	1064	976	false	false	
8.5.4	1371	974	1386	982	false	false	6.00 - 22.00 без пропуска
8.3.1	1424	959	1443	968	false	false	
5.16	1338	977	1345	989	false	false	
3.1	582	960	590	968	false	true	
6.10.1	1166	983	1194	995	false	true	NA
