class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.2	1283	878	1356	915	false	true	NA
5.16	1323	896	1339	920	false	false	
2.1	1479	862	1536	919	false	false	
6.10.1	1679	772	2010	915	false	true	NA
5.19.1	2096	683	2212	802	false	false	
6.16	2063	816	2242	870	false	false	
4.2.3	1186	923	1194	931	false	false	
8.22.3	1186	932	1194	954	false	false	
3.1	1060	947	1067	954	false	false	
5.19.2	74	852	147	927	false	false	
2.1	156	894	174	923	false	true	
6.10.1	1263	906	1274	912	false	false	NA
4.2.3	1185	962	1195	969	false	true	
