class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	2298	497	2448	667	false	true	
3.4	1381	928	1410	958	false	false	12 т
2.1	918	982	923	996	false	true	
3.1	931	997	938	1005	false	false	
8.3.1	2329	829	2448	887	false	true	
5.5	1706	894	1740	927	false	false	
8.5.4	1390	959	1410	963	false	true	6.00 - 22.00 без пропуска
1.34.3	814	955	928	981	false	false	
3.4	2325	685	2448	812	false	true	8 т
6.16	2129	735	2317	793	false	false	
2.2	1115	996	1125	1007	false	false	
5.15.7	605	921	651	961	false	false	
2.4	1056	976	1066	985	false	false	
4.1.1	1057	986	1065	994	false	false	
5.6	1056	996	1065	1004	false	false	
6.10.1	1017	976	1053	992	false	true	NA
5.16	1272	968	1286	987	false	true	
