class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	2048	892	2054	931	false	false	
5.19.1	1642	890	1673	918	false	true	
2.4	1777	752	1861	826	false	false	
4.1.2	1783	828	1853	898	false	false	
5.19.1	1781	899	1849	971	false	false	
5.19.2	1830	889	1866	964	false	true	
5.19.2	1157	893	1181	919	false	false	
3.1	964	901	980	930	false	false	
5.19.1	966	863	978	893	false	false	
4.4.1	926	861	940	885	false	false	
5.19.2	928	893	938	917	false	false	
5.19.2	288	899	313	933	false	false	
5.19.2	1433	913	1448	930	false	false	
4.4.1	1430	886	1449	906	false	false	
5.19.1	1268	908	1277	927	false	false	
