class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.13	1711	909	1729	928	false	false	
2.1	1707	882	1731	906	false	false	
8.24	1118	874	1154	893	false	false	
3.27	1119	829	1156	871	false	false	
8.22.2	1084	927	1102	989	false	false	
4.2.2	1084	899	1107	924	false	false	
8.24	893	853	963	894	false	false	
3.27	896	773	965	853	false	false	
8.22.3	665	884	684	949	false	false	
4.2.3	661	856	686	882	false	false	
3.1	356	858	384	886	false	false	
4.2.1	356	830	385	857	false	false	
3.27	1712	929	1728	944	false	false	
8.24	1712	945	1729	953	false	false	
