class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.1	850	845	891	984	false	false	
2.1	1560	740	1731	914	false	false	
4.2.1	841	788	896	842	false	false	
3.1	840	729	896	784	false	false	
2.2	1401	821	1454	874	false	false	
4.3	1407	915	1446	954	false	false	
2.4	1405	876	1450	914	false	false	
4.4.1	1653	892	1693	935	false	false	
5.19.1	1837	853	1868	942	false	false	
2.1	1933	929	1944	940	false	false	
1.11.2	1743	916	1752	926	false	false	
3.24	1744	927	1752	937	false	false	30
8.1.1	1744	938	1752	943	false	false	50м
