class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.3.2	1794	863	1901	915	false	false	
4.2.1	1172	923	1188	940	false	false	
8.22.3	1366	953	1381	1000	false	false	
3.27	1645	926	1668	949	false	false	
8.24	1514	960	1543	975	false	false	
8.24	2025	408	2292	544	false	false	
3.27	2026	140	2296	397	false	false	
4.1.1	2029	0	2306	126	false	true	
4.2.3	1364	936	1380	953	false	false	
3.1	1169	943	1187	958	false	false	
6.4	1793	747	1900	855	false	true	
8.8	1797	925	1901	975	false	false	
8.24	1645	951	1669	963	false	false	
3.27	1516	928	1544	958	false	false	
8.22.2	1651	991	1664	1023	false	true	
