class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	982	959	996	972	false	false	
5.19.1	1163	953	1169	959	false	true	
5.20	1170	944	1185	959	false	false	
3.24	1174	961	1185	976	false	true	20
3.24	1251	912	1285	947	false	false	30
1.11.2	1248	873	1289	911	false	false	
5.20	1546	716	1654	828	false	false	
5.20	8	771	122	885	false	false	
5.19.1	1545	879	1555	930	false	false	
2.1	1524	565	1671	713	false	false	
2.4	1539	824	1551	871	false	false	
5.20	996	953	1008	964	false	true	
1.34.3	550	954	587	996	false	false	
5.20	965	947	972	962	false	true	
