class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.13	1331	946	1351	972	false	true	
2.1	1324	906	1351	941	false	true	
3.24	1404	839	1468	904	false	false	20
8.2.1	1403	911	1467	943	false	false	25 м
5.19.1	1359	913	1393	954	false	true	
5.20	1336	953	1363	979	false	true	
4.3	1332	980	1356	1001	false	true	
5.23.1	1415	925	1500	950	false	true	Заречье
5.20	1407	769	1470	832	false	false	
1.34.1	1116	1006	1172	1020	false	false	
5.19.2	701	932	728	968	false	true	
6.10.1	528	904	684	982	false	true	NA
1.34.1	1319	1009	1328	1018	false	true	
4.4.1	712	978	717	1015	false	false	
4.4.1	1375	969	1381	1006	false	false	
