class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1189	976	1199	992	false	true	20
5.20	1184	959	1200	975	false	false	
2.4	1625	806	1639	866	false	false	
5.19.1	1177	969	1183	974	false	true	
5.19.2	988	977	1002	991	false	false	
3.24	1274	918	1314	958	false	false	30
1.11.2	1271	875	1317	917	false	false	
5.20	1772	565	1956	749	false	false	
5.19.1	1631	870	1644	933	false	false	
2.1	1735	322	1979	560	false	false	
5.20	1003	971	1015	983	false	true	
1.34.3	403	975	464	1027	false	false	
5.19.1	1840	754	1858	762	false	true	
5.20	967	967	976	982	false	true	
