class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.4	1371	943	1397	970	false	false	12 т
3.1	993	986	1000	993	false	false	
2.1	938	995	950	1006	false	false	
2.1	1862	696	1966	797	false	true	
8.5.4	1371	971	1397	984	false	false	6.00 - 22.00 без пропуска
8.3.1	1880	894	1956	929	false	false	
5.16	1278	978	1289	995	false	false	
1.34.3	887	968	982	991	false	false	
5.5	1638	914	1666	943	false	false	
6.16	1764	837	1876	872	false	false	
3.4	1878	808	1955	884	false	true	8 т
2.2	1130	1005	1140	1016	false	false	
5.15.7	720	942	755	973	false	false	
6.10.1	1043	986	1070	1001	false	true	NA
