class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.5.4	2140	756	2341	854	false	false	6.00 - 22.00 без пропуска
2.1	1667	787	1734	855	false	true	
3.4	1381	939	1404	964	false	false	12 т
2.4	156	945	172	972	false	false	
3.1	1033	981	1038	984	false	true	
5.16	1304	972	1313	986	false	false	
8.5.4	1380	965	1403	977	false	false	6.00 - 22.00 без пропуска
1.34.3	970	962	1048	980	false	false	
8.4.1	2137	648	2336	744	false	false	12 т
8.3.1	1678	917	1728	941	false	false	
3.4	1677	860	1728	911	false	true	8 т
5.5	1598	919	1620	942	false	false	
6.16	1602	880	1675	902	false	false	
5.7.2	157	929	171	942	false	false	
4.1.3	2127	440	2334	638	false	false	
2.2	1165	994	1175	1005	false	false	
5.15.7	836	939	863	965	false	false	
3.1	0	935	19	959	false	false	
2.1	983	985	993	995	false	false	
5.19.1	2249	857	2261	897	false	false	
6.10.1	1074	978	1109	994	false	true	NA
