class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	1322	901	1343	931	false	true	
3.24	1367	859	1417	909	false	false	20
8.2.1	1367	915	1415	939	false	false	25 м
5.19.1	1345	912	1372	945	false	true	
5.20	1332	943	1356	966	false	true	
4.3	1329	967	1351	985	false	true	
5.23.1	1393	921	1462	942	false	true	Заречье
5.20	1368	805	1417	854	false	false	
1.34.1	1135	991	1186	1004	false	false	
5.19.2	788	928	810	959	false	true	
6.10.1	636	903	769	970	false	true	NA
8.13	1328	937	1338	959	false	true	
4.4.1	796	967	800	998	false	false	
4.4.1	1358	958	1362	990	false	false	
