class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1121	893	1149	923	false	false	
5.19.2	80	901	111	940	false	false	
3.1	896	899	915	936	false	false	
5.19.1	896	857	913	891	false	false	
5.19.2	866	896	876	920	false	false	
5.19.2	1430	917	1448	938	false	false	
4.4.1	1429	887	1449	909	false	false	
5.19.1	1692	881	1729	918	false	true	
5.19.1	1996	868	2096	969	false	false	
4.1.2	1997	765	2098	866	false	false	
2.4	1992	654	2109	761	false	false	
4.4.1	863	859	879	887	false	false	
5.19.1	1248	912	1258	935	false	false	
