class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.2	457	631	805	781	false	false	NA
5.4	1447	989	1456	1005	false	false	
6.10.2	1361	959	1393	975	false	true	53
3.24	1377	900	1416	940	false	false	100
5.15.5	1852	739	1950	840	false	false	
6.9.1	1095	623	1361	770	false	false	NA
5.3	1377	836	1415	898	false	false	
6.9.2	868	624	1017	770	false	false	Заречье МКАД
6.10.1	1274	884	1333	914	false	false	Сколково
4.2.3	1345	980	1355	989	false	false	
4.2.3	1347	1018	1356	1025	false	true	
8.22.3	1347	991	1354	1016	false	false	
