class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.1	730	1004	741	1014	false	true	
2.4	312	984	326	1000	false	false	
5.7.2	306	971	333	981	false	false	
8.2.2	1059	1012	1066	1027	false	false	70 м
3.27	1056	996	1069	1010	false	true	
8.2.2	1302	984	1310	1000	false	false	70 м
6.10.1	1319	959	1406	1003	false	true	NA
6.16	1458	977	1489	987	false	false	
8.1.4	1484	930	1507	941	false	false	50 м
3.4	1483	904	1506	925	false	false	8 т
6.10.1	1532	981	1606	997	false	false	ХРАМ НОВОМУЧЕНИКОВ И ИСПОВЕДНИКОВ РОССИЙСКИХ
6.10.1	1533	963	1606	978	false	false	ЗАРЕЧЬЕ
6.10.1	1713	726	1861	801	false	false	NA
3.10	1056	978	1070	994	false	true	
3.27	1299	967	1312	982	false	false	
3.1	1876	957	1892	971	false	true	
8.22.3	1045	1029	1049	1046	false	true	
4.2.3	1045	1020	1049	1028	false	true	
5.19.1	1518	966	1524	981	false	false	
