class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	793	948	805	960	false	true	
5.15.1	1285	960	1297	971	false	true	
2.1	1281	935	1296	949	false	true	
1.8	1326	943	1346	961	false	true	
2.4	1318	939	1323	948	false	true	
4.1.1	1091	958	1116	985	false	true	
5.19.2	1093	942	1099	948	false	true	
5.16	1008	931	1017	945	false	true	
5.5	1887	831	1976	923	false	true	
2.2	1582	858	1662	938	false	true	
5.6	1403	942	1431	971	false	true	
4.1.1	1403	907	1433	935	false	true	
2.4	1401	872	1437	903	false	true	
2.1	1086	914	1124	951	false	true	
4.1.5	796	963	802	970	false	true	
5.19.1	742	954	752	962	false	true	
5.16	1230	943	1236	952	false	true	
6.10.1	1308	956	1350	977	false	true	Марфино
