class	xtl	ytl	xbr	ybr	temporary	occluded	data
8	1886	987	1902	994	false	false	6.00 - 22.00
8	1886	978	1902	984	false	false	12 т без пропуска
3.1	1886	962	1901	976	false	false	
5.19.2	1831	979	1857	1005	false	false	
4.2.3	1781	1045	1807	1066	false	true	
8.22.3	1804	966	1824	1031	false	false	
4.2.3	1800	930	1834	965	false	false	
8.1.1	1522	985	1533	992	false	false	250 м
8	1523	977	1537	983	false	false	6.00 - 22.00
8	1523	968	1537	974	false	false	12 т без пропуска
3.1	1523	952	1537	966	false	false	
8.1.1	1884	996	1898	1003	false	false	250 м
6.9.2	1886	928	1924	956	false	true	М9 Псков М3 Калуга МКАД
6.9.1	1944	981	1966	993	false	true	NA
6.9.1	2016	981	2036	994	false	false	NA
5.6	1229	976	1239	986	false	false	
3.24	1229	988	1237	990	false	true	10
5.5	560	930	567	950	false	false	
