class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.1	570	977	579	988	false	true	
5.19.2	1634	946	1642	968	false	true	
2.1	1571	926	1604	960	false	true	
8	1499	949	1517	959	false	true	12 т
8	1499	963	1516	973	false	true	6:00 - 22:00
6.9.1	1367	876	1448	926	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
6.9.1	1163	920	1216	947	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
3.1	502	964	514	977	false	true	
3.1	1499	926	1517	948	false	true	
5.16	1491	964	1501	982	false	true	
5.20	268	976	276	992	false	true	
