class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	333	999	345	1020	false	false	
3.1	265	1000	279	1018	false	false	
5.15.1	1573	926	1612	955	false	false	
2.4	1580	892	1588	914	false	false	
6.10.1	1646	908	1776	971	false	false	Марфино
5.16	1353	930	1364	946	false	false	
6.16	1393	951	1416	959	false	false	
5.19.1	1397	934	1413	947	false	false	
5.19.2	1076	935	1091	949	false	false	
2.1	1553	847	1595	888	false	false	
5.16	617	834	651	882	false	false	
4.1.5	340	992	355	1011	false	true	
2.1	335	957	361	989	false	true	
5.19.1	262	981	278	998	false	false	
5.19.1	626	962	636	980	false	true	
2.4	2173	886	2198	906	false	false	
5.19.2	2176	911	2195	928	false	false	
5.19.2	2013	922	2025	940	false	false	
