class	xtl	ytl	xbr	ybr	temporary	occluded	data
8	1441	938	1456	947	false	false	12 т без пропуска
8	1441	950	1456	960	false	false	6.00 - 22.00 без пропуска
2.1	1491	922	1518	950	false	false	
6.9.1	1329	867	1405	912	false	false	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
6.9.1	1135	905	1172	931	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
8	0	78	20	293	false	true	6.00 - 22.00 без пропуска
3.1	528	948	538	959	false	false	
3.1	1439	918	1456	937	false	false	
5.19.2	1553	938	1561	955	false	false	
3.1	576	960	583	968	false	false	
5.20	320	960	328	973	false	false	
