class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	563	956	575	966	false	true	
2.1	628	941	645	964	false	true	
6.10.1	1466	937	1541	974	false	true	Марфино
6.16	1348	949	1361	954	false	true	
5.19.1	1350	938	1361	948	false	true	
5.16	1320	931	1329	944	false	true	
5.19.2	1117	931	1127	940	false	true	
5.16	914	894	929	919	false	true	
1.8	1741	817	1811	880	false	true	
2.1	1417	900	1441	925	false	true	
5.15.1	1425	947	1448	963	false	true	
2.4	1463	917	1470	930	false	true	
4.1.5	632	966	642	978	false	true	
