6.9.1	1971	795	2011	814	false	true	МКАД Сколковское ш. 0.6 Ленинский пр-т 8.3
4.1.1	1708	900	1731	923	false	true	
2.4	1707	871	1734	896	false	true	
8	1069	941	1109	958	false	true	Пропан
7.3	1069	876	1106	936	false	true	
4.1.1	657	946	686	984	false	true	
2.1	653	888	700	941	false	true	
4.1.1	258	871	280	907	false	true	
5.15.5	1959	877	1970	889	false	true	
3.24	2052	870	2060	879	false	true	40
7.3	2038	873	2047	884	false	true	
8	2039	885	2047	890	false	true	Пропан
2.4	2070	856	2080	864	false	true	
2.4	2055	861	2064	869	false	true	
2.1	2035	867	2042	876	false	true	
