class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	1644	892	1696	944	false	false	
5.3	1352	952	1363	969	false	false	
5.15.5	1446	961	1460	977	false	false	
2.1	1633	812	1708	884	false	false	
4.1.1	1742	958	1760	980	false	false	
2.4	1735	926	1762	953	false	false	
5.6	2166	878	2190	912	false	false	
6.9.1	1249	869	1342	921	false	false	Сколковское ш. Сколково 100 м
6.9.2	1168	868	1220	918	false	false	Заречье МКАД
6.9.2	1017	870	1145	921	false	false	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.10.1	1258	937	1292	953	false	true	Сколково
3.24	1351	972	1364	985	false	false	100
