class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	604	806	643	849	false	false	
2.1	596	748	654	805	false	false	
2.2	1808	855	1880	934	false	false	
3.1	1442	900	1454	912	false	false	
5.6	1360	856	1396	893	false	false	
4.1.2	1362	818	1398	853	false	false	
2.4	1361	776	1405	816	false	false	
4.2.3	1274	960	1285	967	false	true	
5.19.2	1314	923	1326	937	false	false	
8.22.3	1293	919	1300	953	false	true	
4.2.3	1294	897	1301	914	false	true	
3.1	1185	895	1196	905	false	false	
8.1.1	1185	919	1193	923	false	false	250 м
8.5.4	1185	912	1195	918	false	false	6.00 - 22.00
8.4.1	1185	906	1196	911	false	false	12 т без пропуска
8.4.1	1443	913	1454	917	false	false	12 т без пропуска
8.5.4	1443	918	1454	924	false	false	6.00 - 22.00
8.1.1	1443	926	1453	931	false	false	250 м
5.6	967	911	975	920	false	false	
3.24	967	921	974	928	false	false	10
