class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.2	1398	955	1442	971	false	true	53
5.3	1758	773	1818	859	false	true	
8.22.3	1341	992	1346	1014	false	true	
3.24	1759	864	1816	920	false	true	100
5.3	1312	994	1320	1006	false	true	
4.2.3	1337	978	1348	989	false	true	
6.10.1	1286	873	1349	903	false	true	Сколково
6.9.2	993	486	1193	681	false	true	Заречье МКАД
6.9.2	417	492	902	687	false	true	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
4.1.1	1322	998	1330	1006	false	true	
6.9.1	1300	492	1659	690	false	true	Сколковское ш. Сколково 100 м
4.2.3	1339	1019	1352	1031	false	true	
5.4	1452	986	1463	1007	false	true	
2.1	1320	984	1331	995	false	true	
