5.15.4	1558	972	1573	987	false	true	
2.1	1488	987	1503	1001	false	true	
3.27	1352	1004	1360	1012	false	true	
5.7.1	2028	897	2056	913	false	true	
5.19.1	2032	963	2047	999	false	true	
5.19.2	2306	850	2378	919	false	true	
2.4	2030	915	2053	953	false	true	
6.9.2	1240	953	1296	981	false	true	Москва, Инновационный центр "Сколково" Skolkovo innovation center
2.4	1445	990	1452	996	false	true	
8.22.3	1440	999	1444	1009	false	true	
4.2.3	1440	992	1444	997	false	true	
6.9.2	38	215	381	460	false	true	М9 Псков М3 Калуга МКАД
