class	xtl	ytl	xbr	ybr	temporary	occluded	data
NA	1693	993	1704	1009	false	false	50 м
8.1.1	1674	990	1694	1000	false	false	250 м
8.4.1	1674	966	1695	976	false	false	12 т без пропуска
3.1	1674	945	1693	964	false	false	
8.5.4	1675	979	1694	987	false	false	6.00 - 22.00
8.22.3	1947	903	1985	1046	false	false	
4.2.3	1939	1082	2000	1143	false	true	
5.19.2	1929	937	1943	989	false	true	
4.2.3	1927	820	2006	896	false	false	
3.1	1196	955	1212	972	false	false	
8.4.1	1196	976	1211	984	false	false	12 т без пропуска
8.5.4	1196	987	1213	994	false	false	6.00 - 22.00
8.1.1	1196	998	1212	1006	false	false	250 м
2.1	1657	995	1670	1007	false	false	
6.9.2	1586	919	1627	950	false	false	М9 Псков М3 Калуга МКАД
6.9.1	1599	982	1622	993	false	false	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
5.6	810	1006	824	1020	false	false	
3.24	810	1021	823	1033	false	false	10
