class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.4.1	1544	923	1557	929	false	false	12 т без пропуска
8.5.4	1545	931	1556	937	false	false	6.00 - 22.00
8.1.1	1544	939	1554	945	false	false	250 м
NA	1960	947	1969	960	false	false	50 м
2.1	1953	942	1958	953	false	true	
3.1	1887	909	1902	924	false	false	
8.22.3	1777	919	1794	977	false	false	
5.19.2	1804	930	1827	953	false	false	
4.2.3	1755	989	1778	1009	false	true	
4.2.3	1772	888	1803	917	false	false	
3.1	1544	908	1557	922	false	false	
8.4.1	1889	925	1902	932	false	false	12 т без пропуска
8.5.4	1889	934	1903	940	false	false	6.00 - 22.00
6.9.2	1903	874	1936	902	false	true	М9 Псков М3 Калуга МКАД
6.9.1	1976	925	1999	936	false	true	NA
6.9.1	2041	924	2062	938	false	true	NA
5.6	1266	936	1274	945	false	false	
