class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1233	954	1252	969	false	true	М3 Калуга Внуково МКАД-Юг
8.4.1	1169	942	1179	952	false	true	12 т без пропуска
3.1	1167	922	1187	941	false	false	
6.9.1	1133	929	1169	947	false	false	
6.9.1	1270	911	1319	927	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
8.5.4	1168	955	1186	964	false	false	6.00 - 22.00
5.15.3	1431	947	1444	962	false	false	
6.6	1560	940	1574	956	false	false	
3.1	797	968	803	974	false	false	
4.2.3	1181	1003	1193	1021	false	true	
6.6	18	953	31	972	false	false	
