class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1161	955	1171	964	false	false	
4.2.3	1129	984	1138	990	false	true	
4.1.2	1192	901	1213	923	false	false	
8.22.3	1146	951	1151	978	false	true	
4.2.3	1140	934	1154	948	false	true	
3.1	1048	925	1056	934	false	false	
5.6	1192	925	1212	947	false	false	
6.7	2125	789	2211	875	false	false	
2.4	1191	876	1218	899	false	false	
3.1	1272	930	1282	939	false	false	
2.2	1408	938	1444	977	false	false	
8	1048	935	1057	939	false	false	12 т без пропуска
8	1048	939	1056	944	false	false	6.00 - 22.00
8.1.1	1048	946	1055	950	false	false	250 м
8.1.1	1272	953	1281	957	false	false	250 м
8	1273	940	1282	945	false	false	12 т без пропуска
8	1272	946	1282	951	false	false	6.00 - 22.00
5.6	852	938	859	945	false	false	
