class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.3	1306	967	1311	972	false	false	
8.22.3	1307	976	1311	990	false	false	
5.6	1333	976	1340	984	false	false	
4.1.2	1335	967	1340	973	false	false	
2.4	1334	959	1340	964	false	false	
5.19.2	1321	976	1323	982	false	true	
3.1	1243	951	1248	957	false	false	
2.2	1401	985	1410	996	false	false	
5.15.5	1476	988	1487	1001	false	false	
1.25	1860	1030	1892	1059	true	false	
3.27	1176	974	1198	995	false	false	
6.7	1458	978	1469	989	false	false	
3.27	1560	978	1584	1000	false	false	
5.5	1563	956	1583	977	false	false	
4.2.2	1813	1029	1840	1056	false	false	
5.16	855	954	875	993	false	true	
6.9.2	2	319	561	646	false	true	Москва, Инновационный центр "Сколково" Skolkovo innovation center
6.9.2	1441	931	1454	936	false	true	М9 Псков М3 Калуга МКАД
