3.24	1386	995	1392	1001	false	true	50
8.2.5	1435	990	1442	994	false	true	600 м
3.24	1435	996	1442	1003	false	true	50
8.2.1	1387	1002	1392	1005	false	true	400 м
8.2.1	1435	1005	1441	1007	false	true	400 м
4.2.3	1361	997	1367	1003	false	true	
6.9.2	1459	893	1528	944	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	876	515	1210	679	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
4.1.2	1563	979	1574	993	false	true	
2.4	1563	960	1572	973	false	true	
8.22.3	1362	1005	1366	1018	false	true	
6.9.1	1341	977	1352	983	false	true	NA
5.23.1	1427	992	1434	995	false	true	Москва
5.24.1	1424	997	1435	1000	false	true	Ново-Ивановское
3.1	691	992	697	999	false	true	
