8.2.5	1438	987	1446	992	false	true	600 м
8.2.1	1377	1002	1383	1005	false	true	400 м
3.24	1377	994	1384	1000	false	true	50
4.2.3	1350	996	1356	1002	false	true	
8.22.3	1350	1005	1356	1022	false	true	
4.1.2	1644	970	1655	991	false	true	
2.4	1642	945	1657	967	false	true	
6.9.1	308	0	1135	205	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
3.24	1438	994	1447	1002	false	true	50
8.2.1	1438	1005	1446	1009	false	true	400 м
6.9.2	1484	867	1561	931	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	1319	975	1334	982	false	true	NA
4.1.1	926	990	934	998	false	true	
5.23.1	1433	989	1446	994	false	true	Москва
5.24.1	1429	995	1452	999	false	true	Ново-Ивановское
3.1	603	992	608	998	false	true	
